tld,NumberNSrecords,UniqueARecs,UniqueAAAArecs,AnycastPrefixesArecs,totalAnycastSitesIPv4,totalAnycastSitesIPv4Slash24,totalUnicastIPv4,sites2017,unicast2017,combined2017,|,NumberNSrecords,UniqueARecs,UniqueAAAArecs,AnycastPrefixesArecs,totalAnycastSitesIPv4,totalAnycastSitesIPv4Slash24,totalUnicastIPv4,sites21,unicast21,combined21,classification17,classification21
norton.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
lidl.,4,4,4,1,10,5,2,5,2,7,|,4,4,4,4,65,65,0,65,0,65,Mixed,Anycast
youtube.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
coop.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
dhl.,4,4,4,1,10,5,2,5,2,7,|,4,4,4,4,65,65,0,65,0,65,Mixed,Anycast
sap.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
lplfinancial.,4,4,4,1,10,5,2,5,2,7,|,4,4,4,4,65,65,0,65,0,65,Mixed,Anycast
play.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
fujitsu.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
bradesco.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
homes.,4,4,4,4,32,32,0,32,0,32,|,4,4,4,4,46,46,0,46,0,46,Anycast,Anycast
ally.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
eco.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
nfl.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
amsterdam.,5,5,5,0,0,0,5,0,5,5,|,3,3,3,3,48,48,0,48,0,48,Unicast,Anycast
dentist.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--q9jyb4c.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
living.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
xn--gckr3f0f.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
nationwide.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
box.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
osaka.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
name.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
moto.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
vip.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
red.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,54,54,0,54,0,54,Anycast,Anycast
oldnavy.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
ice.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
xn--54b7fta0cc.,3,3,3,1,35,35,2,35,2,37,|,3,3,3,1,37,37,2,37,2,39,Mixed,Mixed
hoteles.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
msd.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
fit.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
aero.,6,6,6,6,44,44,0,44,0,44,|,5,5,5,5,72,72,0,72,0,72,Anycast,Anycast
fiat.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
xn--fhbei.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
crs.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
xin.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
cologne.,4,4,4,2,18,9,0,9,0,9,|,3,3,3,1,5,5,2,5,2,7,Anycast,Mixed
bridgestone.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
nowtv.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,50,50,0,50,0,50,Anycast,Anycast
bcn.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
abc.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
nexus.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
xn--xkc2dl3a5ee0h.,8,8,8,6,46,46,2,46,2,48,|,6,6,6,6,113,113,0,113,0,113,Mixed,Anycast
xn--mgbi4ecexp.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
link.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
wme.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
kia.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
frontier.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
chanel.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
luxe.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
jetzt.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
wow.,6,6,6,6,69,69,0,69,0,69,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
orange.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
xn--vermgensberatung-pwb.,4,4,4,2,96,48,0,48,0,48,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
rmit.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
abbvie.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,50,50,0,50,0,50,Anycast,Anycast
world.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
swatch.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
mov.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
direct.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
maif.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
fedex.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,50,50,0,50,0,50,Anycast,Anycast
gle.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
xn--t60b56a.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
technology.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
degree.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--kput3i.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
csc.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
immobilien.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
ventures.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
wine.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
praxi.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
xn--node.,5,5,5,5,61,61,0,61,0,61,|,5,5,5,5,56,56,0,56,0,56,Anycast,Anycast
xn--mgbca7dzdo.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
vegas.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
fly.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
book.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
godaddy.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
studio.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
support.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
meme.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
tennis.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
ipiranga.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
xn--vermgensberater-ctb.,4,4,4,2,96,48,0,48,0,48,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
stc.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
gea.,4,4,4,4,35,35,0,35,0,35,|,3,3,3,2,21,21,1,21,1,22,Anycast,Mixed
swiss.,4,4,4,2,18,9,0,9,0,9,|,7,7,7,3,53,29,0,29,0,29,Anycast,Anycast
haus.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
love.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
top.,9,9,9,2,9,6,6,6,6,12,|,8,8,8,4,19,15,3,15,3,18,Mixed,Mixed
xn--pgbs0dh.,6,6,6,1,35,35,5,35,5,40,|,6,6,6,2,41,41,4,41,4,45,Mixed,Mixed
data.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,50,50,0,50,0,50,Anycast,Anycast
baby.,6,6,6,6,65,65,0,65,0,65,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
investments.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
softbank.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
realtor.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
florist.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
chase.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
gmbh.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
bargains.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
guru.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
afl.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
bananarepublic.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
mckinsey.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
accountant.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
cards.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
locus.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,89,89,0,89,0,89,Anycast,Anycast
xn--fiq228c5hs.,4,4,4,3,9,9,1,9,1,10,|,4,4,4,3,10,10,1,10,1,11,Mixed,Mixed
business.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
statebank.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
tab.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
olayangroup.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
ist.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
xn--rhqv96g.,6,6,6,6,65,65,0,65,0,65,|,4,4,4,3,10,10,1,10,1,11,Anycast,Mixed
game.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
komatsu.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
sexy.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
quest.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
lease.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
abb.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
exchange.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
docs.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
one.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
lamborghini.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
brussels.,5,5,5,1,6,6,4,6,4,10,|,6,6,6,2,33,33,4,33,4,37,Mixed,Mixed
cruises.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--fjq720a.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
golf.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
team.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
deloitte.,4,4,4,1,10,5,2,5,2,7,|,4,4,4,4,65,65,0,65,0,65,Mixed,Anycast
clubmed.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
boutique.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
honda.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
democrat.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
bike.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
quebec.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
broadway.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
codes.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
latino.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
pfizer.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
surf.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
moe.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
okinawa.,6,6,6,6,48,48,0,48,0,48,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
kfh.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
netflix.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
study.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--mgberp4a5d4ar.,5,5,5,1,35,35,4,35,4,39,|,7,7,7,2,61,61,5,61,5,66,Mixed,Mixed
stream.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
institute.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--kpry57d.,6,6,6,1,3,3,5,3,5,8,|,6,6,6,2,44,44,4,44,4,48,Mixed,Mixed
yachts.,4,4,4,4,32,32,0,32,0,32,|,4,4,4,4,46,46,0,46,0,46,Anycast,Anycast
aeg.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
design.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
lotte.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
immo.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
ups.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,55,55,0,55,0,55,Anycast,Anycast
jio.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,55,55,0,55,0,55,Anycast,Anycast
vana.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
xn--pssy2u.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
xn--mgb9awbf.,6,6,6,4,34,34,2,34,2,36,|,6,6,6,4,73,73,2,73,2,75,Mixed,Mixed
discount.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
fyi.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
canon.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
joy.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
xn--unup4y.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
fujixerox.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
nike.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
lacaixa.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
travelers.,4,4,4,4,31,31,0,31,0,31,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
rich.,4,4,4,4,37,37,0,37,0,37,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
xn--80aswg.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
xn--55qx5d.,5,5,5,4,13,13,1,13,1,14,|,5,5,5,3,12,12,2,12,2,14,Mixed,Mixed
icu.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
saarland.,4,4,4,2,96,48,0,48,0,48,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
audi.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
archi.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,54,54,0,54,0,54,Anycast,Anycast
rip.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
toys.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
auspost.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
fox.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
xn--3ds443g.,4,4,4,3,9,9,1,9,1,10,|,4,4,4,3,10,10,1,10,1,11,Mixed,Mixed
cern.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
xn--45q11c.,9,9,9,2,9,6,6,6,6,12,|,8,8,8,4,19,15,3,15,3,18,Mixed,Mixed
cfd.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
diet.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
luxury.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
work.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
shoes.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
host.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
aws.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
foodnetwork.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
kerrylogistics.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
nokia.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,50,50,0,50,0,50,Anycast,Anycast
xn--1ck2e1b.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
lancia.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
room.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
lincoln.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
seat.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
store.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
sandvik.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
delta.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
nissan.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
jcb.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
loan.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
zip.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
ford.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
walter.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--p1acf.,4,4,4,4,61,61,0,61,0,61,|,4,4,4,4,122,122,0,122,0,122,Anycast,Anycast
mit.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
xn--mxtq1m.,4,4,4,0,0,0,4,0,4,4,|,4,4,4,0,0,0,4,0,4,4,Unicast,Unicast
kred.,6,6,6,6,65,65,0,65,0,65,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
xn--yfro4i67o.,5,5,5,3,62,62,2,62,2,64,|,5,5,5,5,79,79,0,79,0,79,Mixed,Anycast
sbi.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
frontdoor.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
bofa.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
epson.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
unicom.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,4,19,15,3,15,3,18,Anycast,Mixed
abogado.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
mlb.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
now.,6,6,6,6,69,69,0,69,0,69,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
tui.,4,4,4,2,96,48,0,48,0,48,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
dvr.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
kerryproperties.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
cbre.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
xn--ogbpf8fl.,3,3,3,1,35,35,2,35,2,37,|,3,3,3,2,40,40,1,40,1,41,Mixed,Mixed
ryukyu.,6,6,6,6,48,48,0,48,0,48,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
fund.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
insure.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--czrs0t.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
engineering.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--8y0a063a.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,4,19,15,3,15,3,18,Anycast,Mixed
associates.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
airtel.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
place.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
dental.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
smart.,4,4,4,2,15,15,2,15,2,17,|,4,4,4,4,65,65,0,65,0,65,Mixed,Anycast
flickr.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
xn--11b4c3d.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
